,quarter,zip_code,sales,residences,rel_sales,quarter_name
0,2019-09-30,5000,111,14530,7.6,2019-Q3
1,2019-09-30,5200,9,2556,3.5,2019-Q3
2,2019-09-30,5210,42,4030,10.4,2019-Q3
3,2019-09-30,5220,30,4670,6.4,2019-Q3
4,2019-09-30,5230,46,3430,13.4,2019-Q3
5,2019-09-30,5240,12,4211,2.8,2019-Q3
6,2019-09-30,5250,60,4709,12.7,2019-Q3
7,2019-09-30,5260,46,3873,11.9,2019-Q3
8,2019-09-30,5270,33,4259,7.7,2019-Q3
9,2019-09-30,5290,5,259,19.3,2019-Q3
10,2019-09-30,5300,21,1848,11.4,2019-Q3
11,2019-09-30,5320,9,721,12.5,2019-Q3
12,2019-09-30,5330,10,1522,6.6,2019-Q3
13,2019-09-30,5350,3,208,14.4,2019-Q3
14,2019-09-30,5370,2,225,8.9,2019-Q3
15,2019-09-30,5380,2,142,14.1,2019-Q3
16,2019-09-30,5390,6,108,55.6,2019-Q3
17,2019-09-30,5400,28,1920,14.6,2019-Q3
18,2019-09-30,5450,0,2900,0.0,2019-Q3
19,2019-09-30,5462,3,472,6.4,2019-Q3
20,2019-09-30,5463,0,394,0.0,2019-Q3
21,2019-09-30,5464,8,610,13.1,2019-Q3
22,2019-09-30,5466,4,390,10.3,2019-Q3
23,2019-09-30,5471,6,1730,3.5,2019-Q3
24,2019-09-30,5474,2,330,6.1,2019-Q3
25,2019-09-30,5485,2,198,10.1,2019-Q3
26,2019-09-30,5491,3,291,10.3,2019-Q3
27,2019-09-30,5492,12,1439,8.3,2019-Q3
28,2019-09-30,5500,56,5137,10.9,2019-Q3
29,2019-09-30,5540,9,1376,6.5,2019-Q3
30,2019-09-30,5550,7,1314,5.3,2019-Q3
31,2019-09-30,5560,7,1353,5.2,2019-Q3
32,2019-09-30,5580,13,1110,11.7,2019-Q3
33,2019-09-30,5591,2,690,2.9,2019-Q3
34,2019-09-30,5592,5,914,5.5,2019-Q3
35,2019-09-30,5600,35,4005,8.7,2019-Q3
36,2019-09-30,5601,0,39,0.0,2019-Q3
37,2019-09-30,5602,0,33,0.0,2019-Q3
38,2019-09-30,5610,17,2712,6.3,2019-Q3
39,2019-09-30,5620,11,1544,7.1,2019-Q3
40,2019-09-30,5631,6,480,12.5,2019-Q3
41,2019-09-30,5642,3,296,10.1,2019-Q3
42,2019-09-30,5672,9,1527,5.9,2019-Q3
43,2019-09-30,5683,10,1231,8.1,2019-Q3
44,2019-09-30,5690,5,1761,2.8,2019-Q3
45,2019-09-30,5700,74,9294,8.0,2019-Q3
46,2019-09-30,5750,17,2791,6.1,2019-Q3
47,2019-09-30,5762,8,907,8.8,2019-Q3
48,2019-09-30,5771,3,993,3.0,2019-Q3
49,2019-09-30,5772,2,620,3.2,2019-Q3
50,2019-09-30,5792,17,1607,10.6,2019-Q3
51,2019-09-30,5800,27,5140,5.3,2019-Q3
52,2019-09-30,5853,4,1188,3.4,2019-Q3
53,2019-09-30,5854,1,484,2.1,2019-Q3
54,2019-09-30,5856,5,550,9.1,2019-Q3
55,2019-09-30,5863,5,362,13.8,2019-Q3
56,2019-09-30,5871,8,387,20.7,2019-Q3
57,2019-09-30,5874,5,559,8.9,2019-Q3
58,2019-09-30,5881,10,540,18.5,2019-Q3
59,2019-09-30,5882,3,184,16.3,2019-Q3
60,2019-09-30,5883,4,190,21.1,2019-Q3
61,2019-09-30,5884,0,293,0.0,2019-Q3
62,2019-09-30,5892,0,256,0.0,2019-Q3
63,2019-09-30,5900,18,2338,7.7,2019-Q3
64,2019-09-30,5932,19,607,31.3,2019-Q3
65,2019-09-30,5935,1,234,4.3,2019-Q3
66,2019-09-30,5943,2,49,40.8,2019-Q3
67,2019-09-30,5953,9,972,9.3,2019-Q3
68,2019-09-30,5960,20,1150,17.4,2019-Q3
69,2019-09-30,5970,10,883,11.3,2019-Q3
70,2019-09-30,5985,1,318,3.1,2019-Q3
71,2019-12-31,5000,93,14530,6.4,2019-Q4
72,2019-12-31,5200,13,2556,5.1,2019-Q4
73,2019-12-31,5210,36,4030,8.9,2019-Q4
74,2019-12-31,5220,22,4670,4.7,2019-Q4
75,2019-12-31,5230,39,3430,11.4,2019-Q4
76,2019-12-31,5240,16,4211,3.8,2019-Q4
77,2019-12-31,5250,40,4709,8.5,2019-Q4
78,2019-12-31,5260,41,3873,10.6,2019-Q4
79,2019-12-31,5270,39,4259,9.2,2019-Q4
80,2019-12-31,5290,2,259,7.7,2019-Q4
81,2019-12-31,5300,20,1848,10.8,2019-Q4
82,2019-12-31,5320,10,721,13.9,2019-Q4
83,2019-12-31,5330,11,1522,7.2,2019-Q4
84,2019-12-31,5350,0,208,0.0,2019-Q4
85,2019-12-31,5370,2,225,8.9,2019-Q4
86,2019-12-31,5380,2,142,14.1,2019-Q4
87,2019-12-31,5390,9,108,83.3,2019-Q4
88,2019-12-31,5400,24,1920,12.5,2019-Q4
89,2019-12-31,5450,0,2900,0.0,2019-Q4
90,2019-12-31,5462,5,472,10.6,2019-Q4
91,2019-12-31,5463,3,394,7.6,2019-Q4
92,2019-12-31,5464,5,610,8.2,2019-Q4
93,2019-12-31,5466,7,390,17.9,2019-Q4
94,2019-12-31,5471,16,1730,9.2,2019-Q4
95,2019-12-31,5474,3,330,9.1,2019-Q4
96,2019-12-31,5485,1,198,5.1,2019-Q4
97,2019-12-31,5491,2,291,6.9,2019-Q4
98,2019-12-31,5492,6,1439,4.2,2019-Q4
99,2019-12-31,5500,54,5137,10.5,2019-Q4
100,2019-12-31,5540,11,1376,8.0,2019-Q4
101,2019-12-31,5550,11,1314,8.4,2019-Q4
102,2019-12-31,5560,11,1353,8.1,2019-Q4
103,2019-12-31,5580,6,1110,5.4,2019-Q4
104,2019-12-31,5591,10,690,14.5,2019-Q4
105,2019-12-31,5592,8,914,8.8,2019-Q4
106,2019-12-31,5600,35,4005,8.7,2019-Q4
107,2019-12-31,5601,0,39,0.0,2019-Q4
108,2019-12-31,5602,0,33,0.0,2019-Q4
109,2019-12-31,5610,16,2712,5.9,2019-Q4
110,2019-12-31,5620,11,1544,7.1,2019-Q4
111,2019-12-31,5631,7,480,14.6,2019-Q4
112,2019-12-31,5642,2,296,6.8,2019-Q4
113,2019-12-31,5672,12,1527,7.9,2019-Q4
114,2019-12-31,5683,8,1231,6.5,2019-Q4
115,2019-12-31,5690,15,1761,8.5,2019-Q4
116,2019-12-31,5700,77,9294,8.3,2019-Q4
117,2019-12-31,5750,14,2791,5.0,2019-Q4
118,2019-12-31,5762,8,907,8.8,2019-Q4
119,2019-12-31,5771,7,993,7.0,2019-Q4
120,2019-12-31,5772,5,620,8.1,2019-Q4
121,2019-12-31,5792,23,1607,14.3,2019-Q4
122,2019-12-31,5800,46,5140,8.9,2019-Q4
123,2019-12-31,5853,8,1188,6.7,2019-Q4
124,2019-12-31,5854,5,484,10.3,2019-Q4
125,2019-12-31,5856,4,550,7.3,2019-Q4
126,2019-12-31,5863,3,362,8.3,2019-Q4
127,2019-12-31,5871,5,387,12.9,2019-Q4
128,2019-12-31,5874,1,559,1.8,2019-Q4
129,2019-12-31,5881,2,540,3.7,2019-Q4
130,2019-12-31,5882,0,184,0.0,2019-Q4
131,2019-12-31,5883,0,190,0.0,2019-Q4
132,2019-12-31,5884,1,293,3.4,2019-Q4
133,2019-12-31,5892,0,256,0.0,2019-Q4
134,2019-12-31,5900,15,2338,6.4,2019-Q4
135,2019-12-31,5932,15,607,24.7,2019-Q4
136,2019-12-31,5935,5,234,21.4,2019-Q4
137,2019-12-31,5943,1,49,20.4,2019-Q4
138,2019-12-31,5953,16,972,16.5,2019-Q4
139,2019-12-31,5960,9,1150,7.8,2019-Q4
140,2019-12-31,5970,5,883,5.7,2019-Q4
141,2019-12-31,5985,3,318,9.4,2019-Q4
142,2020-03-31,5000,97,14530,6.7,2020-Q1
143,2020-03-31,5200,5,2556,2.0,2020-Q1
144,2020-03-31,5210,34,4030,8.4,2020-Q1
145,2020-03-31,5220,17,4670,3.6,2020-Q1
146,2020-03-31,5230,39,3430,11.4,2020-Q1
147,2020-03-31,5240,17,4211,4.0,2020-Q1
148,2020-03-31,5250,59,4709,12.5,2020-Q1
149,2020-03-31,5260,41,3873,10.6,2020-Q1
150,2020-03-31,5270,32,4259,7.5,2020-Q1
151,2020-03-31,5290,0,259,0.0,2020-Q1
152,2020-03-31,5300,15,1848,8.1,2020-Q1
153,2020-03-31,5320,5,721,6.9,2020-Q1
154,2020-03-31,5330,3,1522,2.0,2020-Q1
155,2020-03-31,5350,0,208,0.0,2020-Q1
156,2020-03-31,5370,1,225,4.4,2020-Q1
157,2020-03-31,5380,1,142,7.0,2020-Q1
158,2020-03-31,5390,2,108,18.5,2020-Q1
159,2020-03-31,5400,12,1920,6.2,2020-Q1
160,2020-03-31,5450,6,2900,2.1,2020-Q1
161,2020-03-31,5462,4,472,8.5,2020-Q1
162,2020-03-31,5463,2,394,5.1,2020-Q1
163,2020-03-31,5464,5,610,8.2,2020-Q1
164,2020-03-31,5466,6,390,15.4,2020-Q1
165,2020-03-31,5471,7,1730,4.0,2020-Q1
166,2020-03-31,5474,4,330,12.1,2020-Q1
167,2020-03-31,5485,0,198,0.0,2020-Q1
168,2020-03-31,5491,0,291,0.0,2020-Q1
169,2020-03-31,5492,2,1439,1.4,2020-Q1
170,2020-03-31,5500,49,5137,9.5,2020-Q1
171,2020-03-31,5540,13,1376,9.4,2020-Q1
172,2020-03-31,5550,11,1314,8.4,2020-Q1
173,2020-03-31,5560,8,1353,5.9,2020-Q1
174,2020-03-31,5580,5,1110,4.5,2020-Q1
175,2020-03-31,5591,0,690,0.0,2020-Q1
176,2020-03-31,5592,9,914,9.8,2020-Q1
177,2020-03-31,5600,39,4005,9.7,2020-Q1
178,2020-03-31,5601,0,39,0.0,2020-Q1
179,2020-03-31,5602,0,33,0.0,2020-Q1
180,2020-03-31,5610,18,2712,6.6,2020-Q1
181,2020-03-31,5620,8,1544,5.2,2020-Q1
182,2020-03-31,5631,4,480,8.3,2020-Q1
183,2020-03-31,5642,1,296,3.4,2020-Q1
184,2020-03-31,5672,11,1527,7.2,2020-Q1
185,2020-03-31,5683,13,1231,10.6,2020-Q1
186,2020-03-31,5690,15,1761,8.5,2020-Q1
187,2020-03-31,5700,81,9294,8.7,2020-Q1
188,2020-03-31,5750,29,2791,10.4,2020-Q1
189,2020-03-31,5762,8,907,8.8,2020-Q1
190,2020-03-31,5771,3,993,3.0,2020-Q1
191,2020-03-31,5772,2,620,3.2,2020-Q1
192,2020-03-31,5792,22,1607,13.7,2020-Q1
193,2020-03-31,5800,28,5140,5.4,2020-Q1
194,2020-03-31,5853,10,1188,8.4,2020-Q1
195,2020-03-31,5854,2,484,4.1,2020-Q1
196,2020-03-31,5856,2,550,3.6,2020-Q1
197,2020-03-31,5863,1,362,2.8,2020-Q1
198,2020-03-31,5871,6,387,15.5,2020-Q1
199,2020-03-31,5874,5,559,8.9,2020-Q1
200,2020-03-31,5881,4,540,7.4,2020-Q1
201,2020-03-31,5882,0,184,0.0,2020-Q1
202,2020-03-31,5883,2,190,10.5,2020-Q1
203,2020-03-31,5884,1,293,3.4,2020-Q1
204,2020-03-31,5892,2,256,7.8,2020-Q1
205,2020-03-31,5900,11,2338,4.7,2020-Q1
206,2020-03-31,5932,5,607,8.2,2020-Q1
207,2020-03-31,5935,0,234,0.0,2020-Q1
208,2020-03-31,5943,1,49,20.4,2020-Q1
209,2020-03-31,5953,17,972,17.5,2020-Q1
210,2020-03-31,5960,13,1150,11.3,2020-Q1
