zip,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11
5463,,,,,9266.545233758348,5447.154471544715,6670.80745341615,,,4611.650485436893,6338.028169014085,6093.75,9567.028131384566,5767.380952380951,4138.300816383008,6794.024104452628,5767.481203007519,,,,1538.4615384615386,3125.0,7257.837740929431,,12296.511627906977,7624.807987711213,,12090.90909090909,5246.478873239436
5464,4881.823245191948,11042.944785276073,18289.06061337841,18086.035251876838,,10178.459119496856,13351.351351351352,13888.888888888889,7320.044454576542,5267.353785330064,10091.07170031853,18483.859773349603,10752.046905740255,11144.983953530435,15960.95761536938,26227.134146341465,15117.338801549327,15518.14887252646,4194.641306735942,333.3333333333333,10198.794629462947,23926.633031275043,17182.12017187427,8427.519149889129,11809.086823606864,9722.222222222223,11735.964709376474,14951.49350565945,10058.823529411764
5466,9422.605587385287,7878.787878787879,,12631.664078674949,16637.417095163575,8022.388059701492,,12763.554232445082,1984.7328244274809,,,12647.058823529413,16957.944380586658,10190.95515540742,9615.267082263783,7333.333333333333,12079.936247272786,10716.358109975132,6907.136735859836,11279.999377830614,9380.718219393628,17791.856554955357,18852.71618628668,15769.772296484176,19870.189754562034,9952.258149205529,18198.891927809753,7128.615825962228,9756.235827664399
5471,10154.11234508289,6944.444444444444,7603.354954798079,7765.9370199692785,11459.35956424147,8613.357665978318,10746.274834437087,16216.642458418773,,8166.122524475566,10106.382978723404,,,9447.59734919533,7315.374670698126,5717.611256587498,4406.625214408233,9835.922003870404,7703.78101350322,8231.12295797481,7214.0781848655215,8991.507068539713,7298.113504913645,6580.587571366402,7722.464237871602,9412.015466246312,9898.924567024822,8120.072040583089,11018.849206349207
5474,8128.834355828221,,4838.709677419355,6178.861788617886,5542.028535980149,,6647.4358974358975,4124.579124579124,,,7382.5503355704695,,,,4136.693684566025,,7581.127505775393,,3500.0,,,8310.81081081081,6091.549295774648,5631.868131868132,4464.285714285715,12903.225806451614,9476.190476190477,,9589.011346978663
5485,5957.446808510638,,3663.0434782608695,,,4800.0,,,,5209.302325581395,10878.787878787878,,,,,5519.480519480519,3541.3811174715793,,,,4685.990338164252,6516.393442622951,4715.498938428875,125.0,8575.268817204302,,2609.969325153374,,
5491,8254.716981132075,,11359.121995373629,,6198.646125116713,,,,,6818.181818181818,12710.843373493975,9434.52380952381,,14851.190476190477,14950.707785642062,23670.212765957447,10629.288284462722,,8235.29411764706,10502.548037377434,17901.234567901236,9842.1926910299,11161.33746959337,,12510.825163398693,,13039.772727272728,15770.993694281366,
5492,8801.282051282053,8845.794490936112,8570.359116572958,,7492.941960499212,12099.246510446616,9302.32558139535,,12404.580152671755,9430.56778169014,9344.477305014294,6727.990591397849,12798.277157578359,8293.124899258542,8657.05251428074,7724.868975792881,9244.20667222843,8757.813539034447,8434.88158320751,9419.546873989377,9291.320489064326,7793.609521150356,11151.526548855472,13426.970530800638,11261.631497291924,11305.155802680467,10034.80061472754,10519.184544303313,10108.098447712418
5500,17001.134703020616,14511.37756916169,15277.324499176853,15428.838684482811,17141.84555069387,17103.40857189117,15180.164512021987,14166.314492654144,18420.929136888197,19697.45465509607,17500.63320976511,16288.676991497725,16629.788523728323,17815.036332921474,22631.726664338294,16143.07835205575,17113.219671968785,18421.678893405668,16890.981039806513,16739.068950817335,16416.295515787053,16587.929867877232,18395.029211077323,21328.41682099762,22359.28010591565,18011.484586992774,18305.75957476924,20462.946255714796,17437.613651695563
5540,9224.682953012838,9077.193216916132,8168.185584092792,8411.966016831788,8535.612932491205,5209.366387681593,11048.387096774193,9887.639710716632,6920.013817326316,11442.649342961418,7316.919191919192,8648.688541166619,6785.714285714285,7044.042397660819,9223.281148393382,8656.095071449403,9260.065190916255,7898.44365642238,15630.367586392993,11378.787878787878,17953.690896652155,8562.40863227721,8920.071274961925,7832.867953753773,7107.830350063813,10161.852870644661,8900.956183275186,6525.792200628178,10390.54470709147
5550,9524.003951477715,11950.0,13942.741935483871,9068.567544188609,8821.989528795812,9966.288044874507,17603.764152049825,10482.456140350878,10778.801858405608,8712.489648686962,8043.631350240334,17132.97819127651,9898.02037774174,11285.709882470654,11422.248000707528,10143.215770437226,11220.478425167048,11108.684888096652,9622.786705961373,11021.134105753417,11717.736739738928,10808.437424463713,10985.358736294284,12297.475853915945,12430.803703257052,12696.302971860065,11818.489763805479,12210.816950160268,11150.339423375855
5560,5427.90757712663,10263.485846537298,8158.018178316004,9459.954599232984,8597.552058496265,6533.749722070625,7630.518852723171,11143.44262295082,8804.580213911142,9269.008310871519,4819.875776397515,13174.603174603175,7737.565990552931,6798.703350650906,9605.178058495732,7901.911442795523,9496.779150206441,11176.751592356688,12479.125256101077,7459.829964838498,7152.309736406785,11225.881607779727,9195.761277687978,9004.87781443975,9580.940110047393,8084.48234404542,11214.92337114371,11084.505421484271,7411.121795987126
5580,9665.354107425193,15647.065641115863,7901.234567901234,9330.985915492958,15672.617305628719,9423.188192605669,8945.011337868482,8838.38383838384,11682.242990654206,9046.455013695533,14574.81021394065,11835.703789710606,16204.105633385165,9163.389192886456,5263.1578947368425,8612.068965517241,9721.331908831908,11734.093382101715,12415.841597667424,9584.73080374976,9894.86793533065,10324.331338234653,17199.93345569441,11191.18875485075,9124.613730372364,12683.26417704011,12945.812807881774,9270.755626157199,9890.52492341966
5591,9744.525547445255,2992.4812030075186,,6248.630521048999,6873.104636591479,7086.007130124777,,,,5054.347826086957,11464.968152866242,5926.114220332163,333.3333333333333,8274.701149425287,,3947.2226626499655,11188.811188811189,11879.638043313646,10693.314977268361,2886.1788617886177,11069.949848533017,5750.0,13549.53437685754,8155.742446388094,6095.061487409721,3762.5065824117955,6456.574603140026,8667.183610108528,66911.76470588235
5592,10011.552944932762,,10273.752483346967,6811.283508511391,9325.396825396825,4692.451612903225,7747.829868395583,7185.937206241775,7558.139534883721,4998.25479930192,9961.538461538461,10774.310048547253,6699.0194437977725,3571.4285714285716,6605.569456791333,7477.777777777777,6464.705882352941,6756.756756756757,6240.871910703174,6813.36069922399,16350.677089591092,9732.874074349424,3769.8244123477766,9505.200647949581,8427.695193417587,8962.264150943396,11844.869052552289,11860.632183908046,7477.709359605911
5600,16485.21052226658,15307.467041325455,11607.95316926319,10699.93303585193,9272.601607150613,10244.567805470972,10202.176797105349,10258.503083704463,11038.272878919577,12005.874235469708,9874.590096676371,13145.472718415971,11748.007359362437,10660.867540141753,12369.731326286945,10798.765184898539,9057.509876130935,15946.624086228094,9673.60512647023,14006.81399991473,11515.341280767125,12156.96024093169,12159.90378848126,11718.975070390492,13859.212172640528,11863.26236812973,12289.574555330448,8899.07753361412,14519.880348874873
5601,,,,,,,,,,,4477.099236641221,,,3333.3333333333335,3875.0,,,,,,,,,,,,,,
5602,,,,,,,,,,,,,,,,,14285.714285714286,,,,,,,,,,,,
5610,11015.44920602623,9748.188193652391,7463.205088761426,3701.148303993821,11841.546105399379,6778.311317705901,5088.495575221239,12699.013068013068,6973.829380684253,13946.044024456007,4868.936795688388,11920.231768699328,12453.959484346226,10443.071323885846,12720.874314665138,8972.210644426494,7753.788549038066,5056.855868660652,9996.229371008778,10719.512307907531,9774.098862196139,8398.11477940519,8556.774263898791,14128.614061857583,11309.973461224548,10367.528141440442,9136.302866369319,9150.213061594457,9910.824818698662
5620,6125.141381953522,6429.273919443329,7670.396270396271,8170.319630858328,9460.353650504128,4301.948051948052,7822.085889570552,0.0125,8352.887020396705,8387.42030231392,6998.939170955225,8731.279735404223,5167.257803023892,5121.172248803828,7362.912226566565,4947.629800674222,8929.061249683646,6783.314034833791,9796.719373332277,5085.201630659248,7489.539421932951,7795.534959519638,7135.169497727518,7337.196444674937,6789.601013012244,7987.51606733847,10957.575348635623,5502.551454249657,8180.772542910201
5631,14923.701298701299,,9225.868586300916,15475.108225108226,10766.435209027133,4744.525547445255,10135.135135135135,19277.10843373494,11247.01907790143,18704.1691306919,16191.037735849057,11629.280459591755,6504.065040650406,9171.676293421717,17734.855640027086,8027.555126347981,12805.839727195225,,6352.97988776148,20455.357177539423,11626.555507195984,8746.85798072895,9005.448960306374,12516.037197485266,9764.111132532185,11572.350647653539,10790.570149764284,19417.194570135747,8224.29906542056
5642,,,15162.337662337663,14281.69014084507,,,,13545.454545454546,,4206.349206349207,13445.945945945947,7226.907630522089,10976.671553417877,7944.08451026098,3388.799786153435,9336.175799730958,12442.109299535397,,15662.650602409638,11772.364830294708,10376.053459437117,16125.0,10679.389312977099,39603.960396039605,,,16836.717515288947,12129.837983798381,10524.281358885017
5672,12666.146555709664,6121.7308301988705,5634.826526130873,7962.902904863858,7460.778745424714,9510.30891094126,7415.290109347113,8475.855629733132,5926.3577827420595,,8082.262330924457,6469.303066621252,8373.397435897436,5154.665947355334,5109.880888138747,4415.493390338591,7894.105801605801,4210.138520483348,7799.638332477315,6654.4555829881865,6134.046269496064,5221.4158757955065,8805.39644858464,7117.402734211427,5824.645002210611,9133.949062765798,5371.459604444373,7490.816758201739,7169.341033753999
5683,9533.051117307446,10951.719576719575,10663.934426229509,4521.438418025384,13840.178183398522,7723.887786768111,4419.246356385117,8402.909520615758,10184.367151928456,6720.993164874885,5779.7270955165695,13742.780367780368,4643.86555904413,10896.915584415583,7572.374284476201,7567.115399428378,5975.540064322032,,9792.327302415531,9000.127792215042,13096.788177813487,8291.220908324547,12924.782452915584,8619.42693055876,8310.657557641749,6774.019824912303,8974.161543664426,11117.680094091787,6869.263555987683
5690,6212.121212121212,8972.602739726028,7271.069680180577,11630.131371015668,8957.727561332724,4774.858457183298,13663.023843930636,9957.848606983636,10517.914121197253,9824.538284660695,11318.25396825397,11664.162428725536,7976.950900415577,8606.978418762528,10124.924704440698,9309.688250995901,9380.945326927114,,26037.637795415874,6726.248720746123,12305.11334697951,11373.649337489775,10683.720150118115,11682.997766334578,9693.02707031694,12622.114157474447,11712.898800646122,10345.426871898595,13208.030607861438
5700,13814.341463785226,13911.200240643837,14452.558875710638,14766.46901966288,13960.300590533241,12800.421311629243,13914.008498320158,18238.871686613205,17001.97241686041,14845.782380121405,14842.510248062263,16458.049270409167,16322.547345427514,16376.934479200267,15745.05533875924,16828.35063901919,18478.3457370226,14665.964135989769,17723.802562149693,16080.963461753778,15667.40013635573,17409.191113704754,17469.493167886543,18211.126600345517,18622.072825458945,17455.12464506445,18752.7800538482,17200.354179121696,16721.952706840108
5750,6925.224742848293,7196.206147041854,7942.083530753591,9102.039650249179,7695.677004265162,6044.864226682408,7513.402555730258,11107.874633944768,8621.241160390815,9779.589290558883,6816.880813159531,10802.920968141145,9216.780051048627,7913.743059580314,10190.512014787497,9664.998164544206,9791.53363309532,8219.729228166352,8664.182787361888,8272.1701658797,13650.506091918753,10389.749695918737,9850.499883853716,10717.431469211784,10644.263539521451,10797.463910686503,9632.141831858196,13144.800255008777,8503.2036023255
5762,11118.74143673059,10443.020675905977,19164.44924280428,8197.786131996658,14247.295673076922,9113.14689617696,6321.83908045977,8532.186459489456,9716.85516311788,4865.335823841411,9959.549011566338,8887.857872677609,12443.533679598746,10215.900770416025,7689.739366954903,9794.339667605967,12531.509682619313,13435.64644310913,9146.281102766261,4325.275740384692,10079.211258628467,10405.647666027222,10119.726340449997,9310.615170701825,8413.363703382174,14288.9549436796,6175.48848060659,14311.120184052483,8061.744678246655
5771,5916.030534351145,5844.1558441558445,4832.22429906542,6727.126317398479,4225.352112676056,6849.315068493151,6818.181818181818,,7331.433998100665,5376.344086021505,7824.074074074074,4732.993197278912,9124.316149068323,9346.825987365226,7329.066443416385,12333.777741865977,6063.320883909119,,7475.709946279925,8529.934183541372,5500.0,8880.330191867823,8651.398509287234,8007.587678055789,6028.8935870331225,7473.611111111111,11439.373217146653,6667.821035729219,
5772,,7463.8188608776845,,5223.994485404303,7479.516956397834,,,,4909.778681120144,5843.307086614173,2967.032967032967,8189.284106713022,8485.659267043744,9421.827984189275,8675.532244188702,7646.363487976579,10019.872813990462,,10379.156577885391,5210.236890886724,9774.436090225563,7096.069868995633,7540.204678362573,9540.816326530612,11635.989212181357,4375.0,,8407.535546097364,8507.06585081585
5792,12366.957721131266,7797.87980517841,10580.151247269412,13506.049543267309,10816.051803246699,10560.820980098826,12391.891362399043,9769.398386848052,9236.25532450723,10055.325977428694,10122.866408020009,9467.792904086673,12462.416231667145,12664.171498450896,12964.712993529001,9099.565248885996,11535.908235288969,11125.644812541832,11723.434881782701,12038.622982067327,12599.646723807127,12961.552956111715,13032.735940816836,12035.077841100028,10842.894744533432,12476.321899537867,10724.14260087719,12145.535031102065,14474.287249728368
5800,18809.775341926645,12295.001459196403,9883.24118005045,16836.6665761581,17821.69524282385,17182.383975516324,12795.980815036664,15695.764115999104,10906.070731884247,12785.392552170313,18141.331061528614,16977.57682266238,13168.610311147864,14492.298140189987,14519.289455701244,14875.83613958393,12537.591010028003,13846.164978055122,14926.252373256637,13486.997603347048,14089.987101578978,22386.17820930791,20273.69344343128,15837.42920864598,14129.259858392405,20626.58602311292,13162.867135484179,10567.13618634295,13157.484294735907
5853,10808.016946925907,,937.5,6793.717953025882,11333.333333333334,7841.4548022598865,6466.94487738225,8018.0745488139555,6713.238752971247,5000.0,9731.543624161073,4225.681886678722,9579.43925233645,9505.630748697364,7475.792366569065,7789.055611793658,9018.786041207271,6627.811094452773,7087.718470070968,8398.505149940753,7535.462543201775,3734.9397590361446,7087.377423658627,8878.75472589193,11395.954150575588,9914.815711723239,9073.618925222523,8994.148284770157,6848.282327716642
5854,,4032.2580645161293,,6328.488941084361,6643.518518518518,12836.734693877552,,4822.5901833234775,,,,,6429.998992177749,9319.983312473925,9924.105994340109,3534.1614906832297,,9045.14058979132,4749.347771535179,5839.127850688468,6079.545454545454,8778.625954198473,9248.38236780912,13227.513227513227,7813.392546151167,5765.217391304348,8135.485690117017,7092.479773506441,3937.5664567189438
5856,18588.362068965518,7714.396496670011,9191.176470588236,9191.595441595442,5060.240963855422,10040.650406504064,6363.246612012716,,,7406.134259259259,,4411.764705882353,10775.042393410853,,6428.571428571428,7800.49455049455,8523.809523809523,,7950.671572977017,,9488.636363636364,6805.555555555556,8680.965026670037,10280.96437740231,8949.019607843136,9527.831645478704,10694.908955778521,9022.988505747126,
5863,,9523.809523809523,9150.752111189302,5000.0,9180.30612244898,,5897.4358974358975,,,,6690.140845070423,,,5531.746031746032,10614.754098360656,11616.309150098825,8790.990990990991,12128.378378378378,,9326.241134751774,8617.9696287964,10527.546777546777,,8654.279866060442,10152.443229941717,,9405.940594059406,,
5871,11010.514018691589,15061.188811188811,7447.071150557602,9282.220463907326,8326.530612244898,,6044.914953933381,12895.013262391312,,18500.0,15295.957451482513,8195.876288659794,14042.903151598803,10670.490806444415,21363.426434134355,9709.841129744043,10575.787211436298,12500.0,10048.373932111695,9950.996786674536,,18208.95760665346,11429.798369290178,10837.620791531985,11002.326613250625,,7405.581182244588,18568.21895424837,14174.617372291792
5874,5454.545454545455,10337.985342273507,15273.17415730337,,10939.597315436242,,,10923.822625015428,17000.0,32926.829268292684,15879.731379731378,11663.586781732418,13331.984277296777,7326.086956521739,14171.808933988423,,,10520.83460353124,12695.133149678604,8158.472222222223,14826.066582281059,7763.32702385334,8509.075974964668,21183.97641152081,9184.235395415679,10414.490049751244,,19176.833141996496,10466.705246639636
5881,11270.100301863891,22479.876170268875,15226.149056949278,9442.24014022787,,,9232.323232323233,14784.53038674033,9235.668789808917,13632.208387942334,,8434.782608695652,12874.408081658425,26785.714285714286,10278.873432008682,11295.42548683653,14830.443968225789,9960.089399744573,16263.737661583364,14108.333333333334,19548.286604361372,14410.84617018428,10164.141414141415,13819.296732971628,12873.022209636383,,14288.644149418424,15262.887818741612,
5882,7819.047619047619,,4237.28813559322,,,,,,,,7551.724137931034,11887.417218543047,3642.384105960265,,13122.06572769953,8734.92875411034,,6071.428571428572,,6190.476190476191,9964.285714285714,606.060606060606,28770.833333333332,9684.684684684684,10221.495068140977,,5100.0,12766.553067185978,7164.634146341464
5883,59050.0,7987.426084645538,,,,,5882.35294117647,6914.893617021276,,,3663.366336633663,5617.477278309998,11666.666666666666,,,5214.7239263803685,,,,,,16037.735849056604,,7568.807339449541,,,6481.481481481482,6774.834437086092,
5884,,,,,6436.567164179104,,4637.68115942029,,,6132.8125,7810.21897810219,10670.731707317073,6664.885770864032,8928.57142857143,6654.929577464789,12717.391304347826,4010.989010989011,,11060.60606060606,,11210.9375,,8275.668755784201,,9274.193548387097,8771.929824561403,11688.311688311689,,5287.35632183908
5892,,,,,,,,5800.0,9011.627906976744,9782.608695652174,,6034.948741845294,10350.609756097561,4869.787982078161,,,10080.064980273844,5249.969441388583,,7462.137760302899,6846.621621621622,2905.982905982906,9347.480430528376,,18139.53488372093,5128.865979381443,5468.75,7352.941176470588,6097.5609756097565
5900,9841.572195869818,15765.545135239532,7820.851580015084,9533.071882810918,9461.421694113227,9283.526190171759,10074.075656476549,10357.142857142857,9406.876056360592,6156.730123180291,10181.87127024723,7775.733623580597,9063.48193332195,8244.085826247356,7942.2015134522735,10129.744827905317,10075.542599536184,6457.266966188031,11546.247925449592,9589.9192048237,8810.497730359193,14187.868448585461,8227.594348764456,9869.381526593648,9904.091672453318,13530.78222104484,10953.842037674955,10090.649385320965,9529.519420406437
5932,12966.434756495113,15424.452481414506,10139.057368397245,7892.9040583240485,11120.384018148512,9319.453368094904,4567.307692307692,5917.15976331361,8770.840156583852,16830.374128091313,10956.077872744538,12202.20321687013,16858.96164021164,10287.239104895285,11956.004858699689,10739.503492615986,9301.575336306727,10439.127434558444,,12470.81304112554,19288.18051245811,9215.685393791455,12745.666709233283,8537.249038890866,14125.24287604637,6582.849524060774,12764.471613425008,10168.702768776886,13474.85726833553
5935,,,5576.923076923077,3719.00826446281,10657.963310402334,4731.34092346616,,,,3688.5245901639346,14957.264957264957,8170.862607338017,5543.478260869565,4966.300619596479,4510.125074449077,12508.491847826088,5891.666666666666,2954.413287782073,6363.636363636364,,17826.08695652174,9990.942028985508,13550.846631115455,18696.581196581195,5406.538506485918,3983.0508474576272,18240.09324009324,20085.470085470086,4633.333333333333
5943,,1306.304054054054,7967.0329670329675,4225.352112676056,,,,,11719.424460431655,,,8855.421686746988,,,10789.772727272728,,12421.875,,7282.044583768722,5200.0,,,7925.773028978469,,11248.677248677248,,8313.953488372093,,12761.194029850747
5953,4547.876304023845,3561.594202898551,7925.52308347604,9073.061237729205,8114.694091204695,11852.237614584406,7323.229963397529,8146.600277121525,7621.039033685567,7510.813781096992,10183.89484308602,14007.247239567514,9171.93919288332,6436.873875879037,10093.798969811116,15007.51866290898,12291.658787522678,8874.384101009935,6575.468739934014,10177.876358931266,9543.600261096435,9719.002675939182,11085.902542035212,10044.632346551682,10140.065410859579,8717.757030580442,7348.489459345537,9912.790413561137,9770.408426085862
