,quarter,zip_code,sales,id,name,residences,rel_sales,quarter_name
0,2019-09-30,5000,111,643,Odense C,14530,7.6,2019-Q3
1,2019-09-30,5200,9,636,Odense V,2556,3.5,2019-Q3
2,2019-09-30,5210,42,485,Odense NV,4030,10.4,2019-Q3
3,2019-09-30,5220,30,310,Odense SØ,4670,6.4,2019-Q3
4,2019-09-30,5230,46,768,Odense M,3430,13.4,2019-Q3
5,2019-09-30,5240,12,41,Odense NØ,4211,2.8,2019-Q3
6,2019-09-30,5250,60,421,Odense SV,4709,12.7,2019-Q3
7,2019-09-30,5260,46,133,Odense S,3873,11.9,2019-Q3
8,2019-09-30,5270,33,660,Odense N,4259,7.7,2019-Q3
9,2019-09-30,5290,5,596,Marslev,259,19.3,2019-Q3
10,2019-09-30,5300,21,422,Kerteminde,1848,11.4,2019-Q3
10,2019-09-30,5300,21,423,Kerteminde,1848,11.4,2019-Q3
10,2019-09-30,5300,21,424,Kerteminde,1848,11.4,2019-Q3
11,2019-09-30,5320,9,444,Agedrup,721,12.5,2019-Q3
12,2019-09-30,5330,10,418,Munkebo,1522,6.6,2019-Q3
13,2019-09-30,5350,3,671,Rynkeby,208,14.4,2019-Q3
14,2019-09-30,5370,2,513,Mesinge,225,8.9,2019-Q3
15,2019-09-30,5380,2,469,Dalby,142,14.1,2019-Q3
16,2019-09-30,5390,6,234,Martofte,108,55.6,2019-Q3
16,2019-09-30,5390,6,235,Martofte,108,55.6,2019-Q3
16,2019-09-30,5390,6,236,Martofte,108,55.6,2019-Q3
17,2019-09-30,5400,28,498,Bogense,1920,14.6,2019-Q3
17,2019-09-30,5400,28,499,Bogense,1920,14.6,2019-Q3
17,2019-09-30,5400,28,500,Bogense,1920,14.6,2019-Q3
17,2019-09-30,5400,28,501,Bogense,1920,14.6,2019-Q3
17,2019-09-30,5400,28,502,Bogense,1920,14.6,2019-Q3
18,2019-09-30,5450,0,341,Otterup,2900,0.0,2019-Q3
18,2019-09-30,5450,0,342,Otterup,2900,0.0,2019-Q3
18,2019-09-30,5450,0,343,Otterup,2900,0.0,2019-Q3
18,2019-09-30,5450,0,344,Otterup,2900,0.0,2019-Q3
18,2019-09-30,5450,0,345,Otterup,2900,0.0,2019-Q3
19,2019-09-30,5462,3,300,Morud,472,6.4,2019-Q3
20,2019-09-30,5463,0,599,Harndrup,394,0.0,2019-Q3
21,2019-09-30,5464,8,652,Brenderup Fyn,610,13.1,2019-Q3
22,2019-09-30,5466,4,554,Asperup,390,10.3,2019-Q3
23,2019-09-30,5471,6,136,Søndersø,1730,3.5,2019-Q3
24,2019-09-30,5474,2,797,Veflinge,330,6.1,2019-Q3
25,2019-09-30,5485,2,555,Skamby,198,10.1,2019-Q3
26,2019-09-30,5491,3,604,Blommenslyst,291,10.3,2019-Q3
27,2019-09-30,5492,12,476,Vissenbjerg,1439,8.3,2019-Q3
28,2019-09-30,5500,56,258,Middelfart,5137,10.9,2019-Q3
28,2019-09-30,5500,56,259,Middelfart,5137,10.9,2019-Q3
29,2019-09-30,5540,9,728,Ullerslev,1376,6.5,2019-Q3
30,2019-09-30,5550,7,404,Langeskov,1314,5.3,2019-Q3
31,2019-09-30,5560,7,519,Aarup,1353,5.2,2019-Q3
32,2019-09-30,5580,13,551,Nørre Aaby,1110,11.7,2019-Q3
33,2019-09-30,5591,2,103,Gelsted,690,2.9,2019-Q3
34,2019-09-30,5592,5,673,Ejby,914,5.5,2019-Q3
35,2019-09-30,5600,35,70,Faaborg,4005,8.7,2019-Q3
35,2019-09-30,5600,35,71,Faaborg,4005,8.7,2019-Q3
35,2019-09-30,5600,35,72,Faaborg,4005,8.7,2019-Q3
35,2019-09-30,5600,35,73,Faaborg,4005,8.7,2019-Q3
35,2019-09-30,5600,35,74,Faaborg,4005,8.7,2019-Q3
36,2019-09-30,5601,0,,,39,0.0,2019-Q3
37,2019-09-30,5602,0,,,33,0.0,2019-Q3
38,2019-09-30,5610,17,585,Assens,2712,6.3,2019-Q3
38,2019-09-30,5610,17,586,Assens,2712,6.3,2019-Q3
38,2019-09-30,5610,17,587,Assens,2712,6.3,2019-Q3
38,2019-09-30,5610,17,588,Assens,2712,6.3,2019-Q3
39,2019-09-30,5620,11,95,Glamsbjerg,1544,7.1,2019-Q3
40,2019-09-30,5631,6,473,Ebberup,480,12.5,2019-Q3
40,2019-09-30,5631,6,474,Ebberup,480,12.5,2019-Q3
41,2019-09-30,5642,3,410,Millinge,296,10.1,2019-Q3
41,2019-09-30,5642,3,411,Millinge,296,10.1,2019-Q3
41,2019-09-30,5642,3,412,Millinge,296,10.1,2019-Q3
42,2019-09-30,5672,9,306,Broby,1527,5.9,2019-Q3
43,2019-09-30,5683,10,132,Haarby,1231,8.1,2019-Q3
44,2019-09-30,5690,5,40,Tommerup,1761,2.8,2019-Q3
45,2019-09-30,5700,74,239,Svendborg,9294,8.0,2019-Q3
45,2019-09-30,5700,74,240,Svendborg,9294,8.0,2019-Q3
45,2019-09-30,5700,74,241,Svendborg,9294,8.0,2019-Q3
45,2019-09-30,5700,74,242,Svendborg,9294,8.0,2019-Q3
45,2019-09-30,5700,74,243,Svendborg,9294,8.0,2019-Q3
45,2019-09-30,5700,74,244,Svendborg,9294,8.0,2019-Q3
45,2019-09-30,5700,74,245,Svendborg,9294,8.0,2019-Q3
45,2019-09-30,5700,74,246,Svendborg,9294,8.0,2019-Q3
45,2019-09-30,5700,74,247,Svendborg,9294,8.0,2019-Q3
46,2019-09-30,5750,17,538,Ringe,2791,6.1,2019-Q3
47,2019-09-30,5762,8,543,Vester Skerninge,907,8.8,2019-Q3
48,2019-09-30,5771,3,533,Stenstrup,993,3.0,2019-Q3
49,2019-09-30,5772,2,590,Kværndrup,620,3.2,2019-Q3
50,2019-09-30,5792,17,789,Årslev,1607,10.6,2019-Q3
51,2019-09-30,5800,27,195,Nyborg,5140,5.3,2019-Q3
52,2019-09-30,5853,4,518,Ørbæk,1188,3.4,2019-Q3
53,2019-09-30,5854,1,724,Gislev,484,2.1,2019-Q3
54,2019-09-30,5856,5,101,Ryslinge,550,9.1,2019-Q3
55,2019-09-30,5863,5,208,Ferritslev Fyn,362,13.8,2019-Q3
56,2019-09-30,5871,8,795,Frørup,387,20.7,2019-Q3
57,2019-09-30,5874,5,232,Hesselager,559,8.9,2019-Q3
57,2019-09-30,5874,5,233,Hesselager,559,8.9,2019-Q3
58,2019-09-30,5881,10,661,Skårup Fyn,540,18.5,2019-Q3
59,2019-09-30,5882,3,373,Vejstrup,184,16.3,2019-Q3
60,2019-09-30,5883,4,495,Oure,190,21.1,2019-Q3
61,2019-09-30,5884,0,112,Gudme,293,0.0,2019-Q3
62,2019-09-30,5892,0,629,Gudbjerg Sydfyn,256,0.0,2019-Q3
63,2019-09-30,5900,18,431,Rudkøbing,2338,7.7,2019-Q3
63,2019-09-30,5900,18,432,Rudkøbing,2338,7.7,2019-Q3
63,2019-09-30,5900,18,433,Rudkøbing,2338,7.7,2019-Q3
63,2019-09-30,5900,18,434,Rudkøbing,2338,7.7,2019-Q3
63,2019-09-30,5900,18,435,Rudkøbing,2338,7.7,2019-Q3
63,2019-09-30,5900,18,436,Rudkøbing,2338,7.7,2019-Q3
64,2019-09-30,5932,19,288,Humble,607,31.3,2019-Q3
64,2019-09-30,5932,19,289,Humble,607,31.3,2019-Q3
65,2019-09-30,5935,1,545,Bagenkop,234,4.3,2019-Q3
66,2019-09-30,5943,2,,,49,40.8,2019-Q3
67,2019-09-30,5953,9,707,Tranekær,972,9.3,2019-Q3
68,2019-09-30,5960,20,614,Marstal,1150,17.4,2019-Q3
68,2019-09-30,5960,20,615,Marstal,1150,17.4,2019-Q3
68,2019-09-30,5960,20,616,Marstal,1150,17.4,2019-Q3
68,2019-09-30,5960,20,617,Marstal,1150,17.4,2019-Q3
68,2019-09-30,5960,20,618,Marstal,1150,17.4,2019-Q3
69,2019-09-30,5970,10,63,Ærøskøbing,883,11.3,2019-Q3
69,2019-09-30,5970,10,64,Ærøskøbing,883,11.3,2019-Q3
69,2019-09-30,5970,10,65,Ærøskøbing,883,11.3,2019-Q3
70,2019-09-30,5985,1,3,Søby Ærø,318,3.1,2019-Q3
71,2019-12-31,5000,93,643,Odense C,14530,6.4,2019-Q4
72,2019-12-31,5200,13,636,Odense V,2556,5.1,2019-Q4
73,2019-12-31,5210,36,485,Odense NV,4030,8.9,2019-Q4
74,2019-12-31,5220,22,310,Odense SØ,4670,4.7,2019-Q4
75,2019-12-31,5230,39,768,Odense M,3430,11.4,2019-Q4
76,2019-12-31,5240,16,41,Odense NØ,4211,3.8,2019-Q4
77,2019-12-31,5250,40,421,Odense SV,4709,8.5,2019-Q4
78,2019-12-31,5260,41,133,Odense S,3873,10.6,2019-Q4
79,2019-12-31,5270,39,660,Odense N,4259,9.2,2019-Q4
80,2019-12-31,5290,2,596,Marslev,259,7.7,2019-Q4
81,2019-12-31,5300,20,422,Kerteminde,1848,10.8,2019-Q4
81,2019-12-31,5300,20,423,Kerteminde,1848,10.8,2019-Q4
81,2019-12-31,5300,20,424,Kerteminde,1848,10.8,2019-Q4
82,2019-12-31,5320,10,444,Agedrup,721,13.9,2019-Q4
83,2019-12-31,5330,11,418,Munkebo,1522,7.2,2019-Q4
84,2019-12-31,5350,0,671,Rynkeby,208,0.0,2019-Q4
85,2019-12-31,5370,2,513,Mesinge,225,8.9,2019-Q4
86,2019-12-31,5380,2,469,Dalby,142,14.1,2019-Q4
87,2019-12-31,5390,9,234,Martofte,108,83.3,2019-Q4
87,2019-12-31,5390,9,235,Martofte,108,83.3,2019-Q4
87,2019-12-31,5390,9,236,Martofte,108,83.3,2019-Q4
88,2019-12-31,5400,24,498,Bogense,1920,12.5,2019-Q4
88,2019-12-31,5400,24,499,Bogense,1920,12.5,2019-Q4
88,2019-12-31,5400,24,500,Bogense,1920,12.5,2019-Q4
88,2019-12-31,5400,24,501,Bogense,1920,12.5,2019-Q4
88,2019-12-31,5400,24,502,Bogense,1920,12.5,2019-Q4
89,2019-12-31,5450,0,341,Otterup,2900,0.0,2019-Q4
89,2019-12-31,5450,0,342,Otterup,2900,0.0,2019-Q4
89,2019-12-31,5450,0,343,Otterup,2900,0.0,2019-Q4
89,2019-12-31,5450,0,344,Otterup,2900,0.0,2019-Q4
89,2019-12-31,5450,0,345,Otterup,2900,0.0,2019-Q4
90,2019-12-31,5462,5,300,Morud,472,10.6,2019-Q4
91,2019-12-31,5463,3,599,Harndrup,394,7.6,2019-Q4
92,2019-12-31,5464,5,652,Brenderup Fyn,610,8.2,2019-Q4
93,2019-12-31,5466,7,554,Asperup,390,17.9,2019-Q4
94,2019-12-31,5471,16,136,Søndersø,1730,9.2,2019-Q4
95,2019-12-31,5474,3,797,Veflinge,330,9.1,2019-Q4
96,2019-12-31,5485,1,555,Skamby,198,5.1,2019-Q4
97,2019-12-31,5491,2,604,Blommenslyst,291,6.9,2019-Q4
98,2019-12-31,5492,6,476,Vissenbjerg,1439,4.2,2019-Q4
99,2019-12-31,5500,54,258,Middelfart,5137,10.5,2019-Q4
99,2019-12-31,5500,54,259,Middelfart,5137,10.5,2019-Q4
100,2019-12-31,5540,11,728,Ullerslev,1376,8.0,2019-Q4
101,2019-12-31,5550,11,404,Langeskov,1314,8.4,2019-Q4
102,2019-12-31,5560,11,519,Aarup,1353,8.1,2019-Q4
103,2019-12-31,5580,6,551,Nørre Aaby,1110,5.4,2019-Q4
104,2019-12-31,5591,10,103,Gelsted,690,14.5,2019-Q4
105,2019-12-31,5592,8,673,Ejby,914,8.8,2019-Q4
106,2019-12-31,5600,35,70,Faaborg,4005,8.7,2019-Q4
106,2019-12-31,5600,35,71,Faaborg,4005,8.7,2019-Q4
106,2019-12-31,5600,35,72,Faaborg,4005,8.7,2019-Q4
106,2019-12-31,5600,35,73,Faaborg,4005,8.7,2019-Q4
106,2019-12-31,5600,35,74,Faaborg,4005,8.7,2019-Q4
107,2019-12-31,5601,0,,,39,0.0,2019-Q4
108,2019-12-31,5602,0,,,33,0.0,2019-Q4
109,2019-12-31,5610,16,585,Assens,2712,5.9,2019-Q4
109,2019-12-31,5610,16,586,Assens,2712,5.9,2019-Q4
109,2019-12-31,5610,16,587,Assens,2712,5.9,2019-Q4
109,2019-12-31,5610,16,588,Assens,2712,5.9,2019-Q4
110,2019-12-31,5620,11,95,Glamsbjerg,1544,7.1,2019-Q4
111,2019-12-31,5631,7,473,Ebberup,480,14.6,2019-Q4
111,2019-12-31,5631,7,474,Ebberup,480,14.6,2019-Q4
112,2019-12-31,5642,2,410,Millinge,296,6.8,2019-Q4
112,2019-12-31,5642,2,411,Millinge,296,6.8,2019-Q4
112,2019-12-31,5642,2,412,Millinge,296,6.8,2019-Q4
113,2019-12-31,5672,12,306,Broby,1527,7.9,2019-Q4
114,2019-12-31,5683,8,132,Haarby,1231,6.5,2019-Q4
115,2019-12-31,5690,15,40,Tommerup,1761,8.5,2019-Q4
116,2019-12-31,5700,77,239,Svendborg,9294,8.3,2019-Q4
116,2019-12-31,5700,77,240,Svendborg,9294,8.3,2019-Q4
116,2019-12-31,5700,77,241,Svendborg,9294,8.3,2019-Q4
116,2019-12-31,5700,77,242,Svendborg,9294,8.3,2019-Q4
116,2019-12-31,5700,77,243,Svendborg,9294,8.3,2019-Q4
116,2019-12-31,5700,77,244,Svendborg,9294,8.3,2019-Q4
116,2019-12-31,5700,77,245,Svendborg,9294,8.3,2019-Q4
116,2019-12-31,5700,77,246,Svendborg,9294,8.3,2019-Q4
116,2019-12-31,5700,77,247,Svendborg,9294,8.3,2019-Q4
117,2019-12-31,5750,14,538,Ringe,2791,5.0,2019-Q4
118,2019-12-31,5762,8,543,Vester Skerninge,907,8.8,2019-Q4
119,2019-12-31,5771,7,533,Stenstrup,993,7.0,2019-Q4
120,2019-12-31,5772,5,590,Kværndrup,620,8.1,2019-Q4
121,2019-12-31,5792,23,789,Årslev,1607,14.3,2019-Q4
122,2019-12-31,5800,46,195,Nyborg,5140,8.9,2019-Q4
123,2019-12-31,5853,8,518,Ørbæk,1188,6.7,2019-Q4
124,2019-12-31,5854,5,724,Gislev,484,10.3,2019-Q4
125,2019-12-31,5856,4,101,Ryslinge,550,7.3,2019-Q4
126,2019-12-31,5863,3,208,Ferritslev Fyn,362,8.3,2019-Q4
127,2019-12-31,5871,5,795,Frørup,387,12.9,2019-Q4
128,2019-12-31,5874,1,232,Hesselager,559,1.8,2019-Q4
128,2019-12-31,5874,1,233,Hesselager,559,1.8,2019-Q4
129,2019-12-31,5881,2,661,Skårup Fyn,540,3.7,2019-Q4
130,2019-12-31,5882,0,373,Vejstrup,184,0.0,2019-Q4
131,2019-12-31,5883,0,495,Oure,190,0.0,2019-Q4
132,2019-12-31,5884,1,112,Gudme,293,3.4,2019-Q4
133,2019-12-31,5892,0,629,Gudbjerg Sydfyn,256,0.0,2019-Q4
134,2019-12-31,5900,15,431,Rudkøbing,2338,6.4,2019-Q4
134,2019-12-31,5900,15,432,Rudkøbing,2338,6.4,2019-Q4
134,2019-12-31,5900,15,433,Rudkøbing,2338,6.4,2019-Q4
134,2019-12-31,5900,15,434,Rudkøbing,2338,6.4,2019-Q4
134,2019-12-31,5900,15,435,Rudkøbing,2338,6.4,2019-Q4
134,2019-12-31,5900,15,436,Rudkøbing,2338,6.4,2019-Q4
135,2019-12-31,5932,15,288,Humble,607,24.7,2019-Q4
135,2019-12-31,5932,15,289,Humble,607,24.7,2019-Q4
136,2019-12-31,5935,5,545,Bagenkop,234,21.4,2019-Q4
137,2019-12-31,5943,1,,,49,20.4,2019-Q4
138,2019-12-31,5953,16,707,Tranekær,972,16.5,2019-Q4
139,2019-12-31,5960,9,614,Marstal,1150,7.8,2019-Q4
139,2019-12-31,5960,9,615,Marstal,1150,7.8,2019-Q4
139,2019-12-31,5960,9,616,Marstal,1150,7.8,2019-Q4
139,2019-12-31,5960,9,617,Marstal,1150,7.8,2019-Q4
139,2019-12-31,5960,9,618,Marstal,1150,7.8,2019-Q4
140,2019-12-31,5970,5,63,Ærøskøbing,883,5.7,2019-Q4
140,2019-12-31,5970,5,64,Ærøskøbing,883,5.7,2019-Q4
140,2019-12-31,5970,5,65,Ærøskøbing,883,5.7,2019-Q4
141,2019-12-31,5985,3,3,Søby Ærø,318,9.4,2019-Q4
142,2020-03-31,5000,97,643,Odense C,14530,6.7,2020-Q1
143,2020-03-31,5200,5,636,Odense V,2556,2.0,2020-Q1
144,2020-03-31,5210,34,485,Odense NV,4030,8.4,2020-Q1
145,2020-03-31,5220,17,310,Odense SØ,4670,3.6,2020-Q1
146,2020-03-31,5230,39,768,Odense M,3430,11.4,2020-Q1
147,2020-03-31,5240,17,41,Odense NØ,4211,4.0,2020-Q1
148,2020-03-31,5250,59,421,Odense SV,4709,12.5,2020-Q1
149,2020-03-31,5260,41,133,Odense S,3873,10.6,2020-Q1
150,2020-03-31,5270,32,660,Odense N,4259,7.5,2020-Q1
151,2020-03-31,5290,0,596,Marslev,259,0.0,2020-Q1
152,2020-03-31,5300,15,422,Kerteminde,1848,8.1,2020-Q1
152,2020-03-31,5300,15,423,Kerteminde,1848,8.1,2020-Q1
152,2020-03-31,5300,15,424,Kerteminde,1848,8.1,2020-Q1
153,2020-03-31,5320,5,444,Agedrup,721,6.9,2020-Q1
154,2020-03-31,5330,3,418,Munkebo,1522,2.0,2020-Q1
155,2020-03-31,5350,0,671,Rynkeby,208,0.0,2020-Q1
156,2020-03-31,5370,1,513,Mesinge,225,4.4,2020-Q1
157,2020-03-31,5380,1,469,Dalby,142,7.0,2020-Q1
158,2020-03-31,5390,2,234,Martofte,108,18.5,2020-Q1
158,2020-03-31,5390,2,235,Martofte,108,18.5,2020-Q1
158,2020-03-31,5390,2,236,Martofte,108,18.5,2020-Q1
159,2020-03-31,5400,12,498,Bogense,1920,6.2,2020-Q1
159,2020-03-31,5400,12,499,Bogense,1920,6.2,2020-Q1
159,2020-03-31,5400,12,500,Bogense,1920,6.2,2020-Q1
159,2020-03-31,5400,12,501,Bogense,1920,6.2,2020-Q1
159,2020-03-31,5400,12,502,Bogense,1920,6.2,2020-Q1
160,2020-03-31,5450,6,341,Otterup,2900,2.1,2020-Q1
160,2020-03-31,5450,6,342,Otterup,2900,2.1,2020-Q1
160,2020-03-31,5450,6,343,Otterup,2900,2.1,2020-Q1
160,2020-03-31,5450,6,344,Otterup,2900,2.1,2020-Q1
160,2020-03-31,5450,6,345,Otterup,2900,2.1,2020-Q1
161,2020-03-31,5462,4,300,Morud,472,8.5,2020-Q1
162,2020-03-31,5463,2,599,Harndrup,394,5.1,2020-Q1
163,2020-03-31,5464,5,652,Brenderup Fyn,610,8.2,2020-Q1
164,2020-03-31,5466,6,554,Asperup,390,15.4,2020-Q1
165,2020-03-31,5471,7,136,Søndersø,1730,4.0,2020-Q1
166,2020-03-31,5474,4,797,Veflinge,330,12.1,2020-Q1
167,2020-03-31,5485,0,555,Skamby,198,0.0,2020-Q1
168,2020-03-31,5491,0,604,Blommenslyst,291,0.0,2020-Q1
169,2020-03-31,5492,2,476,Vissenbjerg,1439,1.4,2020-Q1
170,2020-03-31,5500,49,258,Middelfart,5137,9.5,2020-Q1
170,2020-03-31,5500,49,259,Middelfart,5137,9.5,2020-Q1
171,2020-03-31,5540,13,728,Ullerslev,1376,9.4,2020-Q1
172,2020-03-31,5550,11,404,Langeskov,1314,8.4,2020-Q1
173,2020-03-31,5560,8,519,Aarup,1353,5.9,2020-Q1
174,2020-03-31,5580,5,551,Nørre Aaby,1110,4.5,2020-Q1
175,2020-03-31,5591,0,103,Gelsted,690,0.0,2020-Q1
176,2020-03-31,5592,9,673,Ejby,914,9.8,2020-Q1
177,2020-03-31,5600,39,70,Faaborg,4005,9.7,2020-Q1
177,2020-03-31,5600,39,71,Faaborg,4005,9.7,2020-Q1
177,2020-03-31,5600,39,72,Faaborg,4005,9.7,2020-Q1
177,2020-03-31,5600,39,73,Faaborg,4005,9.7,2020-Q1
177,2020-03-31,5600,39,74,Faaborg,4005,9.7,2020-Q1
178,2020-03-31,5601,0,,,39,0.0,2020-Q1
179,2020-03-31,5602,0,,,33,0.0,2020-Q1
180,2020-03-31,5610,18,585,Assens,2712,6.6,2020-Q1
180,2020-03-31,5610,18,586,Assens,2712,6.6,2020-Q1
180,2020-03-31,5610,18,587,Assens,2712,6.6,2020-Q1
180,2020-03-31,5610,18,588,Assens,2712,6.6,2020-Q1
181,2020-03-31,5620,8,95,Glamsbjerg,1544,5.2,2020-Q1
182,2020-03-31,5631,4,473,Ebberup,480,8.3,2020-Q1
182,2020-03-31,5631,4,474,Ebberup,480,8.3,2020-Q1
183,2020-03-31,5642,1,410,Millinge,296,3.4,2020-Q1
183,2020-03-31,5642,1,411,Millinge,296,3.4,2020-Q1
183,2020-03-31,5642,1,412,Millinge,296,3.4,2020-Q1
184,2020-03-31,5672,11,306,Broby,1527,7.2,2020-Q1
185,2020-03-31,5683,13,132,Haarby,1231,10.6,2020-Q1
186,2020-03-31,5690,15,40,Tommerup,1761,8.5,2020-Q1
187,2020-03-31,5700,81,239,Svendborg,9294,8.7,2020-Q1
187,2020-03-31,5700,81,240,Svendborg,9294,8.7,2020-Q1
187,2020-03-31,5700,81,241,Svendborg,9294,8.7,2020-Q1
187,2020-03-31,5700,81,242,Svendborg,9294,8.7,2020-Q1
187,2020-03-31,5700,81,243,Svendborg,9294,8.7,2020-Q1
187,2020-03-31,5700,81,244,Svendborg,9294,8.7,2020-Q1
187,2020-03-31,5700,81,245,Svendborg,9294,8.7,2020-Q1
187,2020-03-31,5700,81,246,Svendborg,9294,8.7,2020-Q1
187,2020-03-31,5700,81,247,Svendborg,9294,8.7,2020-Q1
188,2020-03-31,5750,29,538,Ringe,2791,10.4,2020-Q1
189,2020-03-31,5762,8,543,Vester Skerninge,907,8.8,2020-Q1
190,2020-03-31,5771,3,533,Stenstrup,993,3.0,2020-Q1
191,2020-03-31,5772,2,590,Kværndrup,620,3.2,2020-Q1
192,2020-03-31,5792,22,789,Årslev,1607,13.7,2020-Q1
193,2020-03-31,5800,28,195,Nyborg,5140,5.4,2020-Q1
194,2020-03-31,5853,10,518,Ørbæk,1188,8.4,2020-Q1
195,2020-03-31,5854,2,724,Gislev,484,4.1,2020-Q1
196,2020-03-31,5856,2,101,Ryslinge,550,3.6,2020-Q1
197,2020-03-31,5863,1,208,Ferritslev Fyn,362,2.8,2020-Q1
198,2020-03-31,5871,6,795,Frørup,387,15.5,2020-Q1
199,2020-03-31,5874,5,232,Hesselager,559,8.9,2020-Q1
199,2020-03-31,5874,5,233,Hesselager,559,8.9,2020-Q1
200,2020-03-31,5881,4,661,Skårup Fyn,540,7.4,2020-Q1
201,2020-03-31,5882,0,373,Vejstrup,184,0.0,2020-Q1
202,2020-03-31,5883,2,495,Oure,190,10.5,2020-Q1
203,2020-03-31,5884,1,112,Gudme,293,3.4,2020-Q1
204,2020-03-31,5892,2,629,Gudbjerg Sydfyn,256,7.8,2020-Q1
205,2020-03-31,5900,11,431,Rudkøbing,2338,4.7,2020-Q1
205,2020-03-31,5900,11,432,Rudkøbing,2338,4.7,2020-Q1
205,2020-03-31,5900,11,433,Rudkøbing,2338,4.7,2020-Q1
205,2020-03-31,5900,11,434,Rudkøbing,2338,4.7,2020-Q1
205,2020-03-31,5900,11,435,Rudkøbing,2338,4.7,2020-Q1
205,2020-03-31,5900,11,436,Rudkøbing,2338,4.7,2020-Q1
206,2020-03-31,5932,5,288,Humble,607,8.2,2020-Q1
206,2020-03-31,5932,5,289,Humble,607,8.2,2020-Q1
207,2020-03-31,5935,0,545,Bagenkop,234,0.0,2020-Q1
208,2020-03-31,5943,1,,,49,20.4,2020-Q1
209,2020-03-31,5953,17,707,Tranekær,972,17.5,2020-Q1
210,2020-03-31,5960,13,614,Marstal,1150,11.3,2020-Q1
210,2020-03-31,5960,13,615,Marstal,1150,11.3,2020-Q1
210,2020-03-31,5960,13,616,Marstal,1150,11.3,2020-Q1
210,2020-03-31,5960,13,617,Marstal,1150,11.3,2020-Q1
210,2020-03-31,5960,13,618,Marstal,1150,11.3,2020-Q1
211,2020-03-31,5970,6,63,Ærøskøbing,883,6.8,2020-Q1
211,2020-03-31,5970,6,64,Ærøskøbing,883,6.8,2020-Q1
211,2020-03-31,5970,6,65,Ærøskøbing,883,6.8,2020-Q1
212,2020-03-31,5985,2,3,Søby Ærø,318,6.3,2020-Q1
213,2020-06-30,5000,120,643,Odense C,14530,8.3,2020-Q2
214,2020-06-30,5200,10,636,Odense V,2556,3.9,2020-Q2
215,2020-06-30,5210,34,485,Odense NV,4030,8.4,2020-Q2
216,2020-06-30,5220,21,310,Odense SØ,4670,4.5,2020-Q2
217,2020-06-30,5230,38,768,Odense M,3430,11.1,2020-Q2
218,2020-06-30,5240,11,41,Odense NØ,4211,2.6,2020-Q2
219,2020-06-30,5250,57,421,Odense SV,4709,12.1,2020-Q2
220,2020-06-30,5260,36,133,Odense S,3873,9.3,2020-Q2
221,2020-06-30,5270,43,660,Odense N,4259,10.1,2020-Q2
222,2020-06-30,5290,2,596,Marslev,259,7.7,2020-Q2
223,2020-06-30,5300,16,422,Kerteminde,1848,8.7,2020-Q2
223,2020-06-30,5300,16,423,Kerteminde,1848,8.7,2020-Q2
223,2020-06-30,5300,16,424,Kerteminde,1848,8.7,2020-Q2
224,2020-06-30,5320,8,444,Agedrup,721,11.1,2020-Q2
225,2020-06-30,5330,11,418,Munkebo,1522,7.2,2020-Q2
226,2020-06-30,5350,1,671,Rynkeby,208,4.8,2020-Q2
227,2020-06-30,5370,3,513,Mesinge,225,13.3,2020-Q2
228,2020-06-30,5380,0,469,Dalby,142,0.0,2020-Q2
229,2020-06-30,5390,8,234,Martofte,108,74.1,2020-Q2
229,2020-06-30,5390,8,235,Martofte,108,74.1,2020-Q2
229,2020-06-30,5390,8,236,Martofte,108,74.1,2020-Q2
230,2020-06-30,5400,8,498,Bogense,1920,4.2,2020-Q2
230,2020-06-30,5400,8,499,Bogense,1920,4.2,2020-Q2
230,2020-06-30,5400,8,500,Bogense,1920,4.2,2020-Q2
230,2020-06-30,5400,8,501,Bogense,1920,4.2,2020-Q2
230,2020-06-30,5400,8,502,Bogense,1920,4.2,2020-Q2
231,2020-06-30,5450,28,341,Otterup,2900,9.7,2020-Q2
231,2020-06-30,5450,28,342,Otterup,2900,9.7,2020-Q2
231,2020-06-30,5450,28,343,Otterup,2900,9.7,2020-Q2
231,2020-06-30,5450,28,344,Otterup,2900,9.7,2020-Q2
231,2020-06-30,5450,28,345,Otterup,2900,9.7,2020-Q2
232,2020-06-30,5462,0,300,Morud,472,0.0,2020-Q2
233,2020-06-30,5463,3,599,Harndrup,394,7.6,2020-Q2
234,2020-06-30,5464,11,652,Brenderup Fyn,610,18.0,2020-Q2
235,2020-06-30,5466,1,554,Asperup,390,2.6,2020-Q2
236,2020-06-30,5471,7,136,Søndersø,1730,4.0,2020-Q2
237,2020-06-30,5474,1,797,Veflinge,330,3.0,2020-Q2
238,2020-06-30,5485,2,555,Skamby,198,10.1,2020-Q2
239,2020-06-30,5491,4,604,Blommenslyst,291,13.7,2020-Q2
240,2020-06-30,5492,10,476,Vissenbjerg,1439,6.9,2020-Q2
241,2020-06-30,5500,56,258,Middelfart,5137,10.9,2020-Q2
241,2020-06-30,5500,56,259,Middelfart,5137,10.9,2020-Q2
242,2020-06-30,5540,12,728,Ullerslev,1376,8.7,2020-Q2
243,2020-06-30,5550,10,404,Langeskov,1314,7.6,2020-Q2
244,2020-06-30,5560,5,519,Aarup,1353,3.7,2020-Q2
245,2020-06-30,5580,12,551,Nørre Aaby,1110,10.8,2020-Q2
246,2020-06-30,5591,6,103,Gelsted,690,8.7,2020-Q2
