,quarter,zip_code,sales,id,name,residences,rel_sales,quarter_name
613,2021-09-30,5700,115,247,Svendborg,9294,12.4,2021-Q3
614,2021-09-30,5750,40,538,Ringe,2791,14.3,2021-Q3
615,2021-09-30,5762,14,543,Vester Skerninge,907,15.4,2021-Q3
616,2021-09-30,5771,7,533,Stenstrup,993,7.0,2021-Q3
617,2021-09-30,5772,6,590,Kværndrup,620,9.7,2021-Q3
618,2021-09-30,5792,25,789,Årslev,1607,15.6,2021-Q3
619,2021-09-30,5800,64,195,Nyborg,5140,12.5,2021-Q3
620,2021-09-30,5853,17,518,Ørbæk,1188,14.3,2021-Q3
621,2021-09-30,5854,6,724,Gislev,484,12.4,2021-Q3
622,2021-09-30,5856,8,101,Ryslinge,550,14.5,2021-Q3
623,2021-09-30,5863,6,208,Ferritslev Fyn,362,16.6,2021-Q3
624,2021-09-30,5871,10,795,Frørup,387,25.8,2021-Q3
625,2021-09-30,5874,7,232,Hesselager,559,12.5,2021-Q3
625,2021-09-30,5874,7,233,Hesselager,559,12.5,2021-Q3
626,2021-09-30,5881,7,661,Skårup Fyn,540,13.0,2021-Q3
627,2021-09-30,5882,4,373,Vejstrup,184,21.7,2021-Q3
628,2021-09-30,5883,1,495,Oure,190,5.3,2021-Q3
629,2021-09-30,5884,3,112,Gudme,293,10.2,2021-Q3
630,2021-09-30,5892,3,629,Gudbjerg Sydfyn,256,11.7,2021-Q3
631,2021-09-30,5900,37,431,Rudkøbing,2338,15.8,2021-Q3
631,2021-09-30,5900,37,432,Rudkøbing,2338,15.8,2021-Q3
631,2021-09-30,5900,37,433,Rudkøbing,2338,15.8,2021-Q3
631,2021-09-30,5900,37,434,Rudkøbing,2338,15.8,2021-Q3
631,2021-09-30,5900,37,435,Rudkøbing,2338,15.8,2021-Q3
631,2021-09-30,5900,37,436,Rudkøbing,2338,15.8,2021-Q3
632,2021-09-30,5932,24,288,Humble,607,39.5,2021-Q3
632,2021-09-30,5932,24,289,Humble,607,39.5,2021-Q3
633,2021-09-30,5935,5,545,Bagenkop,234,21.4,2021-Q3
634,2021-09-30,5943,3,,,49,61.2,2021-Q3
635,2021-09-30,5953,38,707,Tranekær,972,39.1,2021-Q3
636,2021-09-30,5960,22,614,Marstal,1150,19.1,2021-Q3
636,2021-09-30,5960,22,615,Marstal,1150,19.1,2021-Q3
636,2021-09-30,5960,22,616,Marstal,1150,19.1,2021-Q3
636,2021-09-30,5960,22,617,Marstal,1150,19.1,2021-Q3
636,2021-09-30,5960,22,618,Marstal,1150,19.1,2021-Q3
637,2021-09-30,5970,14,63,Ærøskøbing,883,15.9,2021-Q3
637,2021-09-30,5970,14,64,Ærøskøbing,883,15.9,2021-Q3
637,2021-09-30,5970,14,65,Ærøskøbing,883,15.9,2021-Q3
638,2021-09-30,5985,8,3,Søby Ærø,318,25.2,2021-Q3
639,2021-12-31,5000,66,643,Odense C,14530,4.5,2021-Q4
640,2021-12-31,5200,7,636,Odense V,2556,2.7,2021-Q4
641,2021-12-31,5210,34,485,Odense NV,4030,8.4,2021-Q4
642,2021-12-31,5220,19,310,Odense SØ,4670,4.1,2021-Q4
643,2021-12-31,5230,22,768,Odense M,3430,6.4,2021-Q4
644,2021-12-31,5240,13,41,Odense NØ,4211,3.1,2021-Q4
645,2021-12-31,5250,47,421,Odense SV,4709,10.0,2021-Q4
646,2021-12-31,5260,27,133,Odense S,3873,7.0,2021-Q4
647,2021-12-31,5270,31,660,Odense N,4259,7.3,2021-Q4
648,2021-12-31,5290,3,596,Marslev,259,11.6,2021-Q4
649,2021-12-31,5300,10,422,Kerteminde,1848,5.4,2021-Q4
649,2021-12-31,5300,10,423,Kerteminde,1848,5.4,2021-Q4
649,2021-12-31,5300,10,424,Kerteminde,1848,5.4,2021-Q4
650,2021-12-31,5320,4,444,Agedrup,721,5.5,2021-Q4
651,2021-12-31,5330,9,418,Munkebo,1522,5.9,2021-Q4
652,2021-12-31,5350,2,671,Rynkeby,208,9.6,2021-Q4
653,2021-12-31,5370,3,513,Mesinge,225,13.3,2021-Q4
654,2021-12-31,5380,1,469,Dalby,142,7.0,2021-Q4
655,2021-12-31,5390,5,234,Martofte,108,46.3,2021-Q4
655,2021-12-31,5390,5,235,Martofte,108,46.3,2021-Q4
655,2021-12-31,5390,5,236,Martofte,108,46.3,2021-Q4
656,2021-12-31,5400,14,498,Bogense,1920,7.3,2021-Q4
656,2021-12-31,5400,14,499,Bogense,1920,7.3,2021-Q4
656,2021-12-31,5400,14,500,Bogense,1920,7.3,2021-Q4
656,2021-12-31,5400,14,501,Bogense,1920,7.3,2021-Q4
656,2021-12-31,5400,14,502,Bogense,1920,7.3,2021-Q4
657,2021-12-31,5450,25,341,Otterup,2900,8.6,2021-Q4
657,2021-12-31,5450,25,342,Otterup,2900,8.6,2021-Q4
657,2021-12-31,5450,25,343,Otterup,2900,8.6,2021-Q4
657,2021-12-31,5450,25,344,Otterup,2900,8.6,2021-Q4
657,2021-12-31,5450,25,345,Otterup,2900,8.6,2021-Q4
658,2021-12-31,5462,4,300,Morud,472,8.5,2021-Q4
659,2021-12-31,5463,2,599,Harndrup,394,5.1,2021-Q4
660,2021-12-31,5464,5,652,Brenderup Fyn,610,8.2,2021-Q4
661,2021-12-31,5466,4,554,Asperup,390,10.3,2021-Q4
662,2021-12-31,5471,9,136,Søndersø,1730,5.2,2021-Q4
663,2021-12-31,5474,2,797,Veflinge,330,6.1,2021-Q4
664,2021-12-31,5485,0,555,Skamby,198,0.0,2021-Q4
665,2021-12-31,5491,3,604,Blommenslyst,291,10.3,2021-Q4
666,2021-12-31,5492,9,476,Vissenbjerg,1439,6.3,2021-Q4
667,2021-12-31,5500,49,258,Middelfart,5137,9.5,2021-Q4
667,2021-12-31,5500,49,259,Middelfart,5137,9.5,2021-Q4
668,2021-12-31,5540,8,728,Ullerslev,1376,5.8,2021-Q4
669,2021-12-31,5550,10,404,Langeskov,1314,7.6,2021-Q4
670,2021-12-31,5560,18,519,Aarup,1353,13.3,2021-Q4
671,2021-12-31,5580,8,551,Nørre Aaby,1110,7.2,2021-Q4
672,2021-12-31,5591,5,103,Gelsted,690,7.2,2021-Q4
673,2021-12-31,5592,4,673,Ejby,914,4.4,2021-Q4
674,2021-12-31,5600,35,70,Faaborg,4005,8.7,2021-Q4
674,2021-12-31,5600,35,71,Faaborg,4005,8.7,2021-Q4
674,2021-12-31,5600,35,72,Faaborg,4005,8.7,2021-Q4
674,2021-12-31,5600,35,73,Faaborg,4005,8.7,2021-Q4
674,2021-12-31,5600,35,74,Faaborg,4005,8.7,2021-Q4
675,2021-12-31,5601,0,,,39,0.0,2021-Q4
676,2021-12-31,5602,0,,,33,0.0,2021-Q4
677,2021-12-31,5610,20,585,Assens,2712,7.4,2021-Q4
677,2021-12-31,5610,20,586,Assens,2712,7.4,2021-Q4
677,2021-12-31,5610,20,587,Assens,2712,7.4,2021-Q4
677,2021-12-31,5610,20,588,Assens,2712,7.4,2021-Q4
678,2021-12-31,5620,17,95,Glamsbjerg,1544,11.0,2021-Q4
679,2021-12-31,5631,4,473,Ebberup,480,8.3,2021-Q4
679,2021-12-31,5631,4,474,Ebberup,480,8.3,2021-Q4
680,2021-12-31,5642,5,410,Millinge,296,16.9,2021-Q4
680,2021-12-31,5642,5,411,Millinge,296,16.9,2021-Q4
680,2021-12-31,5642,5,412,Millinge,296,16.9,2021-Q4
681,2021-12-31,5672,15,306,Broby,1527,9.8,2021-Q4
682,2021-12-31,5683,10,132,Haarby,1231,8.1,2021-Q4
683,2021-12-31,5690,15,40,Tommerup,1761,8.5,2021-Q4
684,2021-12-31,5700,74,239,Svendborg,9294,8.0,2021-Q4
684,2021-12-31,5700,74,240,Svendborg,9294,8.0,2021-Q4
684,2021-12-31,5700,74,241,Svendborg,9294,8.0,2021-Q4
684,2021-12-31,5700,74,242,Svendborg,9294,8.0,2021-Q4
684,2021-12-31,5700,74,243,Svendborg,9294,8.0,2021-Q4
684,2021-12-31,5700,74,244,Svendborg,9294,8.0,2021-Q4
684,2021-12-31,5700,74,245,Svendborg,9294,8.0,2021-Q4
684,2021-12-31,5700,74,246,Svendborg,9294,8.0,2021-Q4
684,2021-12-31,5700,74,247,Svendborg,9294,8.0,2021-Q4
685,2021-12-31,5750,17,538,Ringe,2791,6.1,2021-Q4
686,2021-12-31,5762,11,543,Vester Skerninge,907,12.1,2021-Q4
687,2021-12-31,5771,6,533,Stenstrup,993,6.0,2021-Q4
688,2021-12-31,5772,5,590,Kværndrup,620,8.1,2021-Q4
689,2021-12-31,5792,17,789,Årslev,1607,10.6,2021-Q4
690,2021-12-31,5800,40,195,Nyborg,5140,7.8,2021-Q4
691,2021-12-31,5853,14,518,Ørbæk,1188,11.8,2021-Q4
692,2021-12-31,5854,6,724,Gislev,484,12.4,2021-Q4
693,2021-12-31,5856,2,101,Ryslinge,550,3.6,2021-Q4
694,2021-12-31,5863,0,208,Ferritslev Fyn,362,0.0,2021-Q4
695,2021-12-31,5871,5,795,Frørup,387,12.9,2021-Q4
696,2021-12-31,5874,8,232,Hesselager,559,14.3,2021-Q4
696,2021-12-31,5874,8,233,Hesselager,559,14.3,2021-Q4
697,2021-12-31,5881,2,661,Skårup Fyn,540,3.7,2021-Q4
698,2021-12-31,5882,3,373,Vejstrup,184,16.3,2021-Q4
699,2021-12-31,5883,1,495,Oure,190,5.3,2021-Q4
700,2021-12-31,5884,1,112,Gudme,293,3.4,2021-Q4
701,2021-12-31,5892,2,629,Gudbjerg Sydfyn,256,7.8,2021-Q4
702,2021-12-31,5900,18,431,Rudkøbing,2338,7.7,2021-Q4
702,2021-12-31,5900,18,432,Rudkøbing,2338,7.7,2021-Q4
702,2021-12-31,5900,18,433,Rudkøbing,2338,7.7,2021-Q4
702,2021-12-31,5900,18,434,Rudkøbing,2338,7.7,2021-Q4
702,2021-12-31,5900,18,435,Rudkøbing,2338,7.7,2021-Q4
702,2021-12-31,5900,18,436,Rudkøbing,2338,7.7,2021-Q4
703,2021-12-31,5932,13,288,Humble,607,21.4,2021-Q4
703,2021-12-31,5932,13,289,Humble,607,21.4,2021-Q4
704,2021-12-31,5935,2,545,Bagenkop,234,8.5,2021-Q4
705,2021-12-31,5943,1,,,49,20.4,2021-Q4
706,2021-12-31,5953,11,707,Tranekær,972,11.3,2021-Q4
707,2021-12-31,5960,9,614,Marstal,1150,7.8,2021-Q4
707,2021-12-31,5960,9,615,Marstal,1150,7.8,2021-Q4
707,2021-12-31,5960,9,616,Marstal,1150,7.8,2021-Q4
707,2021-12-31,5960,9,617,Marstal,1150,7.8,2021-Q4
707,2021-12-31,5960,9,618,Marstal,1150,7.8,2021-Q4
708,2021-12-31,5970,9,63,Ærøskøbing,883,10.2,2021-Q4
708,2021-12-31,5970,9,64,Ærøskøbing,883,10.2,2021-Q4
708,2021-12-31,5970,9,65,Ærøskøbing,883,10.2,2021-Q4
709,2021-12-31,5985,3,3,Søby Ærø,318,9.4,2021-Q4
