,id,zip_code,name,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,pretty_name
66,476,5492,Vissenbjerg,8801.28,8845.79,8570.36,,7492.94,12099.25,9302.33,,12404.58,9430.57,9344.48,6727.99,12798.28,8293.12,8657.05,7724.87,9244.21,8757.81,8434.88,9419.55,9291.32,7793.61,11151.53,13426.97,11261.63,11305.16,10034.8,10519.18,10108.1,5492 Vissenbjerg
67,485,5210,Odense NV,15215.33,16720.72,16916.32,15899.17,15478.16,16953.79,14211.25,16348.14,17623.95,15201.05,15143.48,16882.43,16517.25,14555.74,15189.44,16065.87,15228.07,15412.47,16311.36,18296.62,16116.3,18208.63,17650.79,16196.24,17905.6,17989.49,17207.76,16508.17,19656.36,5210 Odense NV
68,495,5883,Oure,59050.0,7987.43,,,,,5882.35,6914.89,,,3663.37,5617.48,11666.67,,,5214.72,,,,,,16037.74,,7568.81,,,6481.48,6774.83,,5883 Oure
69,498,5400,Bogense,9700.87,12896.07,10986.68,10879.62,13155.52,11785.13,8226.59,9775.29,9795.12,12754.8,13692.45,,,15910.45,16801.93,11282.87,13741.04,10946.56,12322.12,12464.99,11139.82,11783.35,13097.34,12034.61,11139.98,16197.42,17253.13,16841.31,11434.99,5400 Bogense
70,499,5400,Bogense,9700.87,12896.07,10986.68,10879.62,13155.52,11785.13,8226.59,9775.29,9795.12,12754.8,13692.45,,,15910.45,16801.93,11282.87,13741.04,10946.56,12322.12,12464.99,11139.82,11783.35,13097.34,12034.61,11139.98,16197.42,17253.13,16841.31,11434.99,5400 Bogense
71,500,5400,Bogense,9700.87,12896.07,10986.68,10879.62,13155.52,11785.13,8226.59,9775.29,9795.12,12754.8,13692.45,,,15910.45,16801.93,11282.87,13741.04,10946.56,12322.12,12464.99,11139.82,11783.35,13097.34,12034.61,11139.98,16197.42,17253.13,16841.31,11434.99,5400 Bogense
72,501,5400,Bogense,9700.87,12896.07,10986.68,10879.62,13155.52,11785.13,8226.59,9775.29,9795.12,12754.8,13692.45,,,15910.45,16801.93,11282.87,13741.04,10946.56,12322.12,12464.99,11139.82,11783.35,13097.34,12034.61,11139.98,16197.42,17253.13,16841.31,11434.99,5400 Bogense
73,502,5400,Bogense,9700.87,12896.07,10986.68,10879.62,13155.52,11785.13,8226.59,9775.29,9795.12,12754.8,13692.45,,,15910.45,16801.93,11282.87,13741.04,10946.56,12322.12,12464.99,11139.82,11783.35,13097.34,12034.61,11139.98,16197.42,17253.13,16841.31,11434.99,5400 Bogense
74,513,5370,Mesinge,10059.52,,12612.61,,8574.88,3369.82,,,13590.91,7884.62,,3847.42,18125.0,13593.41,9101.12,,7324.84,15979.38,9028.51,26217.3,25743.19,11971.83,4633.46,24842.2,11113.46,,10225.37,10218.98,14260.78,5370 Mesinge
75,518,5853,Ørbæk,10808.02,,937.5,6793.72,11333.33,7841.45,6466.94,8018.07,6713.24,5000.0,9731.54,4225.68,9579.44,9505.63,7475.79,7789.06,9018.79,6627.81,7087.72,8398.51,7535.46,3734.94,7087.38,8878.75,11395.95,9914.82,9073.62,8994.15,6848.28,5853 Ørbæk
76,519,5560,Aarup,5427.91,10263.49,8158.02,9459.95,8597.55,6533.75,7630.52,11143.44,8804.58,9269.01,4819.88,13174.6,7737.57,6798.7,9605.18,7901.91,9496.78,11176.75,12479.13,7459.83,7152.31,11225.88,9195.76,9004.88,9580.94,8084.48,11214.92,11084.51,7411.12,5560 Aarup
77,533,5771,Stenstrup,5916.03,5844.16,4832.22,6727.13,4225.35,6849.32,6818.18,,7331.43,5376.34,7824.07,4732.99,9124.32,9346.83,7329.07,12333.78,6063.32,,7475.71,8529.93,5500.0,8880.33,8651.4,8007.59,6028.89,7473.61,11439.37,6667.82,,5771 Stenstrup
78,538,5750,Ringe,6925.22,7196.21,7942.08,9102.04,7695.68,6044.86,7513.4,11107.87,8621.24,9779.59,6816.88,10802.92,9216.78,7913.74,10190.51,9665.0,9791.53,8219.73,8664.18,8272.17,13650.51,10389.75,9850.5,10717.43,10644.26,10797.46,9632.14,13144.8,8503.2,5750 Ringe
79,543,5762,Vester Skerninge,11118.74,10443.02,19164.45,8197.79,14247.3,9113.15,6321.84,8532.19,9716.86,4865.34,9959.55,8887.86,12443.53,10215.9,7689.74,9794.34,12531.51,13435.65,9146.28,4325.28,10079.21,10405.65,10119.73,9310.62,8413.36,14288.95,6175.49,14311.12,8061.74,5762 Vester Skerninge
80,545,5935,Bagenkop,,,5576.92,3719.01,10657.96,4731.34,,,,3688.52,14957.26,8170.86,5543.48,4966.3,4510.13,12508.49,5891.67,2954.41,6363.64,,17826.09,9990.94,13550.85,18696.58,5406.54,3983.05,18240.09,20085.47,4633.33,5935 Bagenkop
81,551,5580,Nørre Aaby,9665.35,15647.07,7901.23,9330.99,15672.62,9423.19,8945.01,8838.38,11682.24,9046.46,14574.81,11835.7,16204.11,9163.39,5263.16,8612.07,9721.33,11734.09,12415.84,9584.73,9894.87,10324.33,17199.93,11191.19,9124.61,12683.26,12945.81,9270.76,9890.52,5580 Nørre Aaby
82,554,5466,Asperup,9422.61,7878.79,,12631.66,16637.42,8022.39,,12763.55,1984.73,,,12647.06,16957.94,10190.96,9615.27,7333.33,12079.94,10716.36,6907.14,11280.0,9380.72,17791.86,18852.72,15769.77,19870.19,9952.26,18198.89,7128.62,9756.24,5466 Asperup
83,555,5485,Skamby,5957.45,,3663.04,,,4800.0,,,,5209.3,10878.79,,,,,5519.48,3541.38,,,,4685.99,6516.39,4715.5,125.0,8575.27,,2609.97,,,5485 Skamby
84,585,5610,Assens,11015.45,9748.19,7463.21,3701.15,11841.55,6778.31,5088.5,12699.01,6973.83,13946.04,4868.94,11920.23,12453.96,10443.07,12720.87,8972.21,7753.79,5056.86,9996.23,10719.51,9774.1,8398.11,8556.77,14128.61,11309.97,10367.53,9136.3,9150.21,9910.82,5610 Assens
