,id,zip_code,name,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,pretty_name
85,586,5610,Assens,11015.45,9748.19,7463.21,3701.15,11841.55,6778.31,5088.5,12699.01,6973.83,13946.04,4868.94,11920.23,12453.96,10443.07,12720.87,8972.21,7753.79,5056.86,9996.23,10719.51,9774.1,8398.11,8556.77,14128.61,11309.97,10367.53,9136.3,9150.21,9910.82,5610 Assens
86,587,5610,Assens,11015.45,9748.19,7463.21,3701.15,11841.55,6778.31,5088.5,12699.01,6973.83,13946.04,4868.94,11920.23,12453.96,10443.07,12720.87,8972.21,7753.79,5056.86,9996.23,10719.51,9774.1,8398.11,8556.77,14128.61,11309.97,10367.53,9136.3,9150.21,9910.82,5610 Assens
87,588,5610,Assens,11015.45,9748.19,7463.21,3701.15,11841.55,6778.31,5088.5,12699.01,6973.83,13946.04,4868.94,11920.23,12453.96,10443.07,12720.87,8972.21,7753.79,5056.86,9996.23,10719.51,9774.1,8398.11,8556.77,14128.61,11309.97,10367.53,9136.3,9150.21,9910.82,5610 Assens
88,590,5772,Kværndrup,,7463.82,,5223.99,7479.52,,,,4909.78,5843.31,2967.03,8189.28,8485.66,9421.83,8675.53,7646.36,10019.87,,10379.16,5210.24,9774.44,7096.07,7540.2,9540.82,11635.99,4375.0,,8407.54,8507.07,5772 Kværndrup
89,596,5290,Marslev,14474.65,9000.0,6668.13,,9195.8,8333.33,,,,,9006.21,9055.12,5650.68,,,13055.41,,,7539.68,,,12704.08,11363.64,15078.5,10284.93,11727.94,9652.3,16093.75,10529.37,5290 Marslev
90,599,5463,Harndrup,,,,,9266.55,5447.15,6670.81,,,4611.65,6338.03,6093.75,9567.03,5767.38,4138.3,6794.02,5767.48,,,,1538.46,3125.0,7257.84,,12296.51,7624.81,,12090.91,5246.48,5463 Harndrup
91,604,5491,Blommenslyst,8254.72,,11359.12,,6198.65,,,,,6818.18,12710.84,9434.52,,14851.19,14950.71,23670.21,10629.29,,8235.29,10502.55,17901.23,9842.19,11161.34,,12510.83,,13039.77,15770.99,,5491 Blommenslyst
92,614,5960,Marstal,8801.75,6653.96,7695.51,4000.0,7370.17,5752.37,7240.06,6018.44,5966.07,9946.41,7060.92,7085.96,5107.08,6533.23,6704.12,5675.72,13212.35,6547.02,8402.83,7282.27,7267.56,9406.18,7712.18,8966.84,10090.62,11029.41,7981.52,8442.62,6233.76,5960 Marstal
93,615,5960,Marstal,8801.75,6653.96,7695.51,4000.0,7370.17,5752.37,7240.06,6018.44,5966.07,9946.41,7060.92,7085.96,5107.08,6533.23,6704.12,5675.72,13212.35,6547.02,8402.83,7282.27,7267.56,9406.18,7712.18,8966.84,10090.62,11029.41,7981.52,8442.62,6233.76,5960 Marstal
94,616,5960,Marstal,8801.75,6653.96,7695.51,4000.0,7370.17,5752.37,7240.06,6018.44,5966.07,9946.41,7060.92,7085.96,5107.08,6533.23,6704.12,5675.72,13212.35,6547.02,8402.83,7282.27,7267.56,9406.18,7712.18,8966.84,10090.62,11029.41,7981.52,8442.62,6233.76,5960 Marstal
95,617,5960,Marstal,8801.75,6653.96,7695.51,4000.0,7370.17,5752.37,7240.06,6018.44,5966.07,9946.41,7060.92,7085.96,5107.08,6533.23,6704.12,5675.72,13212.35,6547.02,8402.83,7282.27,7267.56,9406.18,7712.18,8966.84,10090.62,11029.41,7981.52,8442.62,6233.76,5960 Marstal
96,618,5960,Marstal,8801.75,6653.96,7695.51,4000.0,7370.17,5752.37,7240.06,6018.44,5966.07,9946.41,7060.92,7085.96,5107.08,6533.23,6704.12,5675.72,13212.35,6547.02,8402.83,7282.27,7267.56,9406.18,7712.18,8966.84,10090.62,11029.41,7981.52,8442.62,6233.76,5960 Marstal
97,629,5892,Gudbjerg Sydfyn,,,,,,,,5800.0,9011.63,9782.61,,6034.95,10350.61,4869.79,,,10080.06,5249.97,,7462.14,6846.62,2905.98,9347.48,,18139.53,5128.87,5468.75,7352.94,6097.56,5892 Gudbjerg Sydfyn
98,636,5200,Odense V,17472.94,15964.83,13477.99,16290.73,16091.34,13947.8,18176.8,19933.33,17257.49,17048.6,18600.98,16129.03,15126.74,15646.94,17568.29,16645.67,17521.33,16704.26,19691.14,18965.44,16894.75,18860.08,16289.36,18421.2,19291.85,19312.47,19567.58,19752.71,10576.01,5200 Odense V
99,643,5000,Odense C,24510.51,23963.39,23092.51,20938.42,21387.21,23074.74,21784.28,21853.87,22678.41,23135.16,21950.39,22578.89,22135.0,22789.84,24348.38,24069.86,25303.67,23141.3,21467.32,23390.86,25255.0,23587.24,26323.62,24144.16,24498.0,26248.11,25760.64,25352.42,27105.74,5000 Odense C
100,652,5464,Brenderup Fyn,4881.82,11042.94,18289.06,18086.04,,10178.46,13351.35,13888.89,7320.04,5267.35,10091.07,18483.86,10752.05,11144.98,15960.96,26227.13,15117.34,15518.15,4194.64,333.33,10198.79,23926.63,17182.12,8427.52,11809.09,9722.22,11735.96,14951.49,10058.82,5464 Brenderup Fyn
101,660,5270,Odense N,13732.45,15218.34,14044.68,13534.62,14917.77,14386.19,16509.15,15213.47,15798.7,15663.3,15147.13,14752.23,15630.44,14384.92,15251.15,15273.34,17182.82,13859.9,15354.02,15005.28,14572.26,16783.42,15528.59,17938.33,16646.78,14187.19,16871.16,15255.55,16579.99,5270 Odense N
102,661,5881,Skårup Fyn,11270.1,22479.88,15226.15,9442.24,,,9232.32,14784.53,9235.67,13632.21,,8434.78,12874.41,26785.71,10278.87,11295.43,14830.44,9960.09,16263.74,14108.33,19548.29,14410.85,10164.14,13819.3,12873.02,,14288.64,15262.89,,5881 Skårup Fyn
103,671,5350,Rynkeby,7809.0,,8269.23,,,,,,,,6299.21,,,,9869.83,5656.93,,,,,10696.99,13742.15,,,12250.0,,,9905.66,12107.14,5350 Rynkeby
104,673,5592,Ejby,10011.55,,10273.75,6811.28,9325.4,4692.45,7747.83,7185.94,7558.14,4998.25,9961.54,10774.31,6699.02,3571.43,6605.57,7477.78,6464.71,6756.76,6240.87,6813.36,16350.68,9732.87,3769.82,9505.2,8427.7,8962.26,11844.87,11860.63,7477.71,5592 Ejby
105,707,5953,Tranekær,4547.88,3561.59,7925.52,9073.06,8114.69,11852.24,7323.23,8146.6,7621.04,7510.81,10183.89,14007.25,9171.94,6436.87,10093.8,15007.52,12291.66,8874.38,6575.47,10177.88,9543.6,9719.0,11085.9,10044.63,10140.07,8717.76,7348.49,9912.79,9770.41,5953 Tranekær
106,724,5854,Gislev,,4032.26,,6328.49,6643.52,12836.73,,4822.59,,,,,6430.0,9319.98,9924.11,3534.16,,9045.14,4749.35,5839.13,6079.55,8778.63,9248.38,13227.51,7813.39,5765.22,8135.49,7092.48,3937.57,5854 Gislev
107,728,5540,Ullerslev,9224.68,9077.19,8168.19,8411.97,8535.61,5209.37,11048.39,9887.64,6920.01,11442.65,7316.92,8648.69,6785.71,7044.04,9223.28,8656.1,9260.07,7898.44,15630.37,11378.79,17953.69,8562.41,8920.07,7832.87,7107.83,10161.85,8900.96,6525.79,10390.54,5540 Ullerslev
108,768,5230,Odense M,21423.06,25958.3,21810.09,21928.73,24081.75,20670.03,23917.51,26103.72,21892.72,25206.14,25406.8,24365.69,24005.66,24999.14,24831.52,25100.61,29842.61,28059.8,25232.58,28084.46,30064.91,28098.57,23259.91,24953.52,32137.43,33762.12,33458.31,27272.16,32859.14,5230 Odense M
109,789,5792,Årslev,12366.96,7797.88,10580.15,13506.05,10816.05,10560.82,12391.89,9769.4,9236.26,10055.33,10122.87,9467.79,12462.42,12664.17,12964.71,9099.57,11535.91,11125.64,11723.43,12038.62,12599.65,12961.55,13032.74,12035.08,10842.89,12476.32,10724.14,12145.54,14474.29,5792 Årslev
110,795,5871,Frørup,11010.51,15061.19,7447.07,9282.22,8326.53,,6044.91,12895.01,,18500.0,15295.96,8195.88,14042.9,10670.49,21363.43,9709.84,10575.79,12500.0,10048.37,9951.0,,18208.96,11429.8,10837.62,11002.33,,7405.58,18568.22,14174.62,5871 Frørup
111,797,5474,Veflinge,8128.83,,4838.71,6178.86,5542.03,,6647.44,4124.58,,,7382.55,,,,4136.69,,7581.13,,3500.0,,,8310.81,6091.55,5631.87,4464.29,12903.23,9476.19,,9589.01,5474 Veflinge
